Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,1.0,Travel_Frequently,853,Research & Development,1,1,Life Sciences,3,Female,96,3,2,Manufacturing Director,1,Married,4148.0,1.0,No,12,3.0,3,1.0,4.0,1.0,3,4.0,3.0,0.0,3.0
18,1.0,Non-Travel,287,Research & Development,5,2,Life Sciences,2,Male,73,3,1,Research Scientist,4,Single,1051.0,1.0,No,15,3.0,4,0.0,0.0,2.0,3,0.0,0.0,0.0,0.0
54,1.0,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,3,Female,56,3,3,Manufacturing Director,3,Married,10739.0,8.0,No,11,3.0,3,1.0,22.0,2.0,3,10.0,7.0,0.0,8.0
35,1.0,Travel_Rarely,583,Research & Development,25,4,Medical,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388.0,1.0,Yes,11,3.0,3,1.0,16.0,3.0,2,16.0,10.0,7.5,1.0
30,1.0,Travel_Rarely,153,Research & Development,8,2,Life Sciences,2,Female,73,4,3,Research Director,1,Married,11416.0,0.0,Yes,12,3.0,3,2.5,9.0,4.0,2,8.0,7.0,1.0,7.0
20,1.0,Travel_Rarely,1097,Research & Development,11,3,Medical,4,Female,98,2,1,Research Scientist,1,Single,2600.0,1.0,Yes,15,3.0,1,0.0,1.0,2.0,3,1.0,0.0,0.0,0.0
30,1.0,Travel_Frequently,109,Research & Development,5,3,Medical,2,Female,60,3,1,Laboratory Technician,2,Single,2422.0,0.0,No,17,3.0,1,0.0,4.0,3.0,3,3.0,2.0,1.0,2.0
26,1.0,Travel_Rarely,1066,Research & Development,2,2,Medical,4,Male,32,4,2,Manufacturing Director,4,Married,5472.0,1.0,No,12,3.0,2,0.0,8.0,2.0,3,8.0,7.0,1.0,3.0
22,1.0,Travel_Rarely,217,Research & Development,8,1,Life Sciences,2,Male,94,1,1,Laboratory Technician,1,Married,2451.0,1.0,No,15,3.0,1,1.0,4.0,3.0,2,4.0,3.0,1.0,1.0
48,1.0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,Male,97,2,2,Healthcare Representative,3,Single,4240.0,2.0,No,13,3.0,4,0.0,19.0,0.5,3,2.0,2.0,2.0,2.0
48,1.0,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,3,Male,78,2,3,Healthcare Representative,3,Single,10999.0,7.0,No,14,3.0,2,0.0,27.0,3.0,3,15.0,11.0,4.0,8.0
41,1.0,Travel_Rarely,549,Research & Development,7,2,Medical,4,Female,42,3,2,Manufacturing Director,3,Single,5003.0,6.0,No,14,3.0,2,0.0,8.0,4.5,3,2.0,2.0,2.0,1.0
39,1.0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,4,Female,65,2,4,Manufacturing Director,4,Married,12742.0,1.0,No,16,3.0,3,1.0,21.0,3.0,3,18.0,6.0,7.5,8.0
27,1.0,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,4227.0,0.0,No,18,3.0,2,1.0,4.0,2.0,3,3.0,2.0,2.0,2.0
35,1.0,Travel_Rarely,802,Research & Development,10,3,Other,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917.0,1.0,No,20,3.0,1,1.0,3.0,4.0,2,3.0,2.0,1.0,2.0
42,1.0,Travel_Rarely,265,Sales,5,2,Marketing,4,Male,90,3,5,Manager,3,Married,16581.0,6.0,No,13,3.0,2,0.0,21.0,3.0,4,1.0,0.0,0.0,0.0
50,1.0,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,Male,64,3,1,Laboratory Technician,4,Married,2380.0,4.0,No,18,3.0,2,0.0,8.0,4.5,3,1.0,0.0,0.0,0.0
59,1.0,Travel_Rarely,715,Research & Development,2,3,Life Sciences,3,Female,69,2,4,Manufacturing Director,4,Single,13726.0,3.0,Yes,13,3.0,1,0.0,28.5,4.0,3,5.0,3.0,4.0,3.0
37,1.0,Travel_Rarely,1141,Research & Development,11,2,Medical,1,Female,61,1,2,Healthcare Representative,2,Married,4777.0,5.0,No,15,3.0,1,0.0,15.0,2.0,1,1.0,0.0,0.0,0.0
55,1.0,Travel_Frequently,135,Research & Development,18,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,6385.0,3.0,Yes,14,3.0,4,2.0,17.0,3.0,3,8.0,7.0,6.0,7.0
41,1.0,Non-Travel,247,Research & Development,7,1,Life Sciences,2,Female,55,1,5,Research Director,3,Divorced,16581.0,1.0,No,22,3.0,2,2.0,21.0,3.0,3,18.0,14.5,5.0,10.0
38,1.0,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,6861.0,8.0,Yes,12,3.0,3,0.0,19.0,1.0,3,1.0,0.0,0.0,0.0
26,1.0,Non-Travel,265,Sales,29,2,Medical,2,Male,79,1,2,Sales Executive,1,Single,4969.0,8.0,No,18,3.0,4,0.0,7.0,4.5,3,2.0,2.0,2.0,2.0
52,1.0,Travel_Rarely,266,Sales,2,1,Marketing,1,Female,57,1,5,Manager,4,Married,16581.0,1.0,No,15,3.0,4,1.0,28.5,3.0,3,18.0,14.0,6.0,9.0
44,1.0,Travel_Rarely,1448,Sales,28,3,Medical,4,Female,53,4,4,Sales Executive,4,Married,13320.0,3.0,Yes,18,3.0,3,1.0,23.0,2.0,3,12.0,11.0,7.5,11.0
50,1.0,Non-Travel,145,Sales,1,3,Life Sciences,4,Female,95,3,2,Sales Executive,3,Married,6347.0,0.0,No,12,3.0,1,1.0,19.0,3.0,3,18.0,7.0,0.0,13.0
36,1.0,Travel_Rarely,885,Research & Development,16,4,Life Sciences,3,Female,43,4,1,Laboratory Technician,1,Single,2743.0,1.0,No,16,3.0,3,0.0,18.0,1.0,3,17.0,13.0,7.5,14.0
39,1.0,Travel_Frequently,945,Research & Development,22,3,Medical,4,Female,82,3,3,Manufacturing Director,1,Single,10880.0,1.0,Yes,13,3.0,3,0.0,21.0,2.0,3,18.0,6.0,2.0,8.0
33,1.0,Non-Travel,1038,Sales,8,1,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,2342.0,0.0,No,19,3.0,4,0.0,3.0,2.0,2,2.0,2.0,2.0,2.0
45,1.0,Travel_Rarely,1234,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,16581.0,3.0,No,13,3.0,2,1.0,26.0,4.0,4,9.0,3.0,1.0,1.0
32,1.0,Non-Travel,1109,Research & Development,29,4,Medical,4,Female,69,3,1,Laboratory Technician,3,Single,4025.0,8.5,No,12,3.0,2,0.0,10.0,2.0,3,8.0,7.0,7.0,7.0
34,1.0,Travel_Rarely,216,Sales,1,4,Marketing,2,Male,75,4,2,Sales Executive,4,Divorced,9725.0,0.0,No,11,3.0,4,1.0,16.0,2.0,2,15.0,1.0,0.0,9.0
59,1.0,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,11904.0,3.0,Yes,14,3.0,3,1.0,14.0,1.0,1,6.0,4.0,0.0,4.0
45,1.0,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,2177.0,1.0,No,16,3.0,1,0.0,6.0,3.0,3,6.0,3.0,0.0,4.0
53,1.0,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,7525.0,2.0,No,12,3.0,1,1.0,28.5,2.0,3,15.0,7.0,6.0,12.0
36,1.0,Travel_Rarely,660,Research & Development,15,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834.0,7.0,No,14,3.0,2,1.0,9.0,3.0,2,1.0,0.0,0.0,0.0
26,1.0,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,2042.0,6.0,Yes,14,3.0,2,1.0,6.0,2.0,3,3.0,2.0,1.0,2.0
34,1.0,Travel_Rarely,1333,Sales,10,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,2220.0,1.0,Yes,19,3.0,4,1.0,1.0,2.0,3,1.0,1.0,0.0,0.0
28,1.0,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1052.0,1.0,No,22,3.0,2,0.0,1.0,4.5,3,1.0,0.0,0.0,0.0
38,1.0,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,2821.0,3.0,No,16,3.0,1,1.0,8.0,2.0,3,2.0,2.0,2.0,2.0
50,1.0,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,16581.0,2.0,Yes,11,3.0,4,1.0,28.5,2.0,2,8.0,1.0,7.0,7.0
37,1.0,Travel_Rarely,124,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,4107.0,3.0,No,15,3.0,1,0.0,8.0,3.0,2,4.0,3.0,0.0,1.0
40,1.0,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,8396.0,1.0,No,14,3.0,2,1.0,8.0,3.0,2,7.0,7.0,7.0,5.0
26,1.0,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2007.0,1.0,No,13,3.0,3,2.0,5.0,4.5,3,5.0,3.0,1.0,3.0
46,1.0,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,16581.0,8.5,No,17,3.0,4,2.0,23.0,0.5,3,2.0,2.0,2.0,2.0
54,1.0,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,10686.0,6.0,No,11,3.0,2,1.0,13.0,4.0,3,9.0,4.0,7.0,0.0
56,1.0,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2942.0,2.0,No,19,3.0,2,1.0,18.0,4.0,3,5.0,4.0,0.0,3.0
36,1.0,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,8858.0,0.0,No,11,3.0,2,0.0,15.0,2.0,2,14.0,8.0,7.0,8.0
55,1.0,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,16581.0,7.0,No,15,3.0,2,0.0,28.5,3.0,4,9.0,7.0,6.0,2.0
43,1.0,Travel_Rarely,415,Sales,25,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,10798.0,5.0,No,13,3.0,3,1.0,18.0,4.5,3,1.0,0.0,0.0,0.0
20,1.0,Travel_Frequently,769,Sales,9,3,Marketing,4,Female,54,3,1,Sales Representative,4,Single,2323.0,1.0,Yes,14,3.0,2,0.0,2.0,3.0,3,2.0,2.0,0.0,2.0
21,1.0,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,1416.0,1.0,No,13,3.0,1,0.0,1.0,4.5,2,1.0,0.0,1.0,0.0
46,1.0,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,4615.0,8.0,Yes,23,3.0,1,2.5,19.0,2.0,3,16.0,13.0,1.0,7.0
51,1.0,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,2461.0,8.5,Yes,12,3.0,3,2.5,18.0,2.0,4,10.0,0.0,2.0,7.0
28,1.0,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,8722.0,1.0,No,12,3.0,1,0.0,10.0,2.0,2,10.0,7.0,1.0,9.0
26,1.0,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955.0,1.0,No,16,3.0,1,2.0,6.0,2.0,3,5.0,3.0,1.0,3.0
30,1.0,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,9957.0,0.0,No,15,3.0,3,1.0,7.0,1.0,2,6.0,2.0,0.0,2.0
41,1.0,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,3376.0,1.0,No,13,3.0,3,0.0,10.0,3.0,3,10.0,6.0,0.0,8.0
38,1.0,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,8823.0,0.0,No,18,3.0,1,1.0,20.0,4.0,2,18.0,9.0,1.0,9.0
40,1.0,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,10322.0,4.0,No,20,3.0,4,1.0,14.0,4.5,3,11.0,10.0,7.5,1.0
27,1.0,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,4621.0,1.0,No,19,3.0,4,2.5,3.0,4.0,3,3.0,2.0,1.0,2.0
55,1.0,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10976.0,3.0,No,18,3.0,2,1.0,23.0,4.0,3,3.0,2.0,1.0,2.0
28,1.0,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,3660.0,3.0,No,13,3.0,4,0.0,10.0,4.0,4,8.0,7.0,1.0,7.0
44,1.0,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482.0,8.5,No,14,3.0,4,1.0,24.0,1.0,3,18.0,6.0,3.0,6.0
33,1.0,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119.0,4.0,No,15,3.0,3,1.0,9.0,2.0,3,3.0,2.0,1.0,2.0
35,1.0,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,9582.0,0.0,Yes,22,3.0,1,0.0,9.0,2.0,3,8.0,7.0,4.0,7.0
33,1.0,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,4508.0,1.0,No,22,3.0,2,0.0,14.0,4.0,3,13.0,7.0,3.0,8.0
28,1.0,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207.0,1.0,No,16,3.0,4,1.0,4.0,4.5,2,4.0,2.0,2.0,2.0
34,1.0,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,7756.0,0.0,No,17,3.0,3,0.0,7.0,1.0,2,6.0,2.0,0.0,4.0
37,1.0,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,6694.0,2.0,Yes,14,3.0,3,2.5,8.0,4.5,3,1.0,0.0,0.0,0.0
25,1.0,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,3691.0,1.0,Yes,15,3.0,2,1.0,7.0,3.0,4,7.0,7.0,5.0,6.0
26,1.0,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377.0,1.0,No,20,3.0,3,1.0,1.0,0.5,2,1.0,1.0,0.0,0.0
33,1.0,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2313.0,4.0,Yes,20,3.0,2,0.0,5.0,0.5,3,2.0,2.0,2.0,2.0
42,1.0,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,16581.0,0.0,No,17,3.0,4,1.0,23.0,3.0,3,18.0,6.0,7.5,7.0
28,1.0,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596.0,1.0,No,15,3.0,1,2.0,1.0,2.0,3,1.0,0.0,0.0,0.0
50,1.0,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,4728.0,3.0,Yes,14,3.0,4,0.0,5.0,4.0,3,0.0,0.0,0.0,0.0
33,1.0,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,4302.0,0.0,No,17,3.0,3,1.0,4.0,3.0,3,3.0,2.0,0.0,2.0
34,1.0,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,2979.0,3.0,No,17,3.0,4,2.5,6.0,2.0,3,0.0,0.0,0.0,0.0
48,1.0,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,16581.0,2.0,No,22,3.0,3,0.0,27.0,3.0,2,5.0,4.0,2.0,1.0
45,1.0,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,5593.0,1.0,No,13,3.0,4,1.0,15.0,2.0,3,15.0,10.0,4.0,12.0
52,1.0,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,10445.0,7.0,No,19,3.0,4,0.0,18.0,4.0,3,8.0,6.0,4.0,0.0
38,1.0,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740.0,0.0,Yes,14,3.0,2,2.0,9.0,2.0,3,8.0,7.0,2.0,7.0
29,1.0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514.0,4.0,No,22,3.0,1,1.0,11.0,1.0,3,7.0,5.0,1.0,7.0
28,1.0,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655.0,0.0,No,17,3.0,2,2.5,10.0,3.0,2,9.0,7.0,1.0,7.0
46,1.0,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,16581.0,3.0,No,12,3.0,4,1.0,23.0,3.0,3,12.0,9.0,4.0,9.0
38,1.0,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7351.0,7.0,No,16,3.0,3,0.0,10.0,2.0,3,1.0,0.0,0.0,0.0
43,1.0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,10820.0,8.0,No,11,3.0,3,1.0,18.0,1.0,3,8.0,7.0,0.0,1.0
39,1.0,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169.0,7.0,No,11,3.0,4,2.5,21.0,4.0,3,18.0,7.0,7.5,5.0
40,1.0,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,16581.0,1.0,No,14,3.0,1,0.0,21.0,2.0,4,18.0,7.0,4.0,9.0
21,1.0,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,2070.0,1.0,Yes,11,3.0,3,0.0,2.0,4.5,4,2.0,2.0,2.0,2.0
39,1.0,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,6782.0,8.5,No,15,3.0,3,0.0,9.0,2.0,2,5.0,4.0,0.0,3.0
36,1.0,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,7779.0,2.0,No,20,3.0,1,0.0,18.0,0.5,3,11.0,9.0,0.0,9.0
31,1.0,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,2791.0,0.0,No,12,3.0,1,1.0,3.0,4.0,3,2.0,2.0,2.0,2.0
28,1.0,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,3201.0,0.0,No,17,3.0,1,0.0,6.0,2.0,1,5.0,3.0,0.0,4.0
35,1.0,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,4968.0,1.0,No,11,3.0,4,1.0,5.0,3.0,3,5.0,2.0,0.0,2.0
49,1.0,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,13120.0,6.0,No,17,3.0,2,1.0,22.0,3.0,3,9.0,8.0,2.0,3.0
34,1.0,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,4033.0,2.0,No,11,3.0,4,0.0,5.0,3.0,2,3.0,2.0,0.0,2.0
29,1.0,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,3291.0,0.0,No,14,3.0,4,2.0,8.0,2.0,2,7.0,5.0,1.0,1.0
42,1.0,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272.0,4.0,No,19,3.0,1,0.0,16.0,3.0,3,1.0,0.0,0.0,0.0
29,1.0,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056.0,1.0,Yes,15,3.0,3,1.0,10.0,2.0,2,10.0,7.0,1.0,2.0
38,1.0,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844.0,1.0,No,13,3.0,4,1.0,7.0,2.0,4,7.0,6.0,5.0,0.0
28,1.0,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703.0,1.0,Yes,14,3.0,4,1.0,3.0,2.0,3,3.0,1.0,0.0,2.0
18,1.0,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1904.0,1.0,No,12,3.0,4,0.0,0.0,0.5,3,0.0,0.0,0.0,0.0
33,1.0,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224.0,0.0,Yes,17,3.0,1,0.0,6.0,3.0,3,5.0,2.0,0.0,3.0
41,1.0,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,4766.0,3.0,Yes,11,3.0,1,1.0,6.0,4.0,3,1.0,0.0,0.0,0.0
31,1.0,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,2610.0,1.0,No,12,3.0,3,1.0,2.0,4.5,2,2.0,2.0,2.0,2.0
37,1.0,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731.0,7.0,No,13,3.0,3,2.0,9.0,2.0,3,6.0,2.0,1.0,3.0
27,1.0,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,2539.0,1.0,No,13,3.0,3,1.0,4.0,0.5,3,4.0,2.0,2.0,2.0
34,1.0,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714.0,1.0,No,20,3.0,1,0.0,6.0,3.0,2,6.0,5.0,1.0,3.0
35,1.0,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,4323.0,1.0,No,17,3.0,2,0.0,6.0,2.0,1,5.0,4.0,1.0,4.0
29,1.0,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336.0,1.0,No,13,3.0,1,1.0,11.0,3.0,1,11.0,8.0,3.0,10.0
40,1.0,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,13499.0,8.5,No,17,3.0,3,0.0,20.0,3.0,2,18.0,7.0,2.0,13.0
42,1.0,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,13758.0,0.0,Yes,12,3.0,2,0.0,22.0,2.0,2,18.0,9.0,7.5,14.0
42,1.0,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155.0,7.0,No,13,3.0,4,0.0,9.0,3.0,4,6.0,4.0,1.0,5.0
35,1.0,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258.0,6.0,No,12,3.0,2,1.0,10.0,2.0,3,8.0,0.0,1.0,7.0
24,1.0,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597.0,8.0,No,22,3.0,4,0.0,6.0,2.0,3,4.0,3.0,1.0,2.0
28,1.0,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,2515.0,1.0,Yes,11,3.0,4,0.0,1.0,4.0,2,1.0,1.0,0.0,0.0
26,1.0,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420.0,1.0,No,22,3.0,2,1.0,8.0,2.0,3,8.0,7.0,0.0,7.0
30,1.0,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,6578.0,1.0,No,18,3.0,1,1.0,10.0,3.0,3,10.0,3.0,1.0,4.0
40,1.0,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,4422.0,3.0,Yes,13,3.0,4,1.0,16.0,3.0,1,1.0,1.0,0.0,0.0
35,1.0,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274.0,2.0,No,18,3.0,2,1.0,15.0,2.0,4,7.0,7.0,6.0,4.0
34,1.0,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,5343.0,0.0,No,20,3.0,3,0.0,14.0,3.0,3,13.0,9.0,4.0,9.0
35,1.0,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376.0,1.0,No,13,3.0,2,1.0,2.0,2.0,4,2.0,2.0,2.0,2.0
43,1.0,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,5346.0,8.0,No,13,3.0,2,0.0,7.0,2.0,2,4.0,3.0,1.0,3.0
32,1.0,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827.0,1.0,No,12,3.0,3,2.5,1.0,3.0,3,1.0,0.0,0.0,0.0
56,1.0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,16581.0,4.0,No,13,3.0,4,1.0,28.0,2.0,3,5.0,2.0,4.0,2.0
29,1.0,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131.0,1.0,No,13,3.0,1,1.0,10.0,4.5,3,10.0,8.0,0.0,8.0
19,1.0,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,2552.0,1.0,No,25,3.0,3,0.0,1.0,4.0,3,1.0,1.0,0.0,0.0
45,1.0,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4477.0,4.0,Yes,19,3.0,3,1.0,7.0,2.0,2,3.0,2.0,0.0,2.0
37,1.0,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,6474.0,1.0,No,13,3.0,2,1.0,14.0,2.0,2,14.0,8.0,3.0,11.0
